item,token,tag,patent,partition,trainingTest
13336,or,O,114,9,test
13337,a,O,114,9,test
13338,further,O,114,9,test
13339,memory,O,114,9,test
13340,.,O,114,9,test
13341,The,O,114,9,test
13342,management,B-SOFTWARE,114,9,test
13343,system,I-SOFTWARE,114,9,test
13344,includes,O,114,9,test
13345,an,O,114,9,test
13346,integration,O,114,9,test
13347,contract,O,114,9,test
13348,configured,O,114,9,test
13349,to,O,114,9,test
13350,match,B-FUNCIONALIDADE,114,9,test
13351,standardized,I-FUNCIONALIDADE,114,9,test
13352,smart,I-FUNCIONALIDADE,114,9,test
13353,contracts,I-FUNCIONALIDADE,114,9,test
13354,to,O,114,9,test
13355,previous,O,114,9,test
13356,smart,O,114,9,test
13357,contracts,O,114,9,test
13358,already,O,114,9,test
13359,available,O,114,9,test
13360,in,O,114,9,test
13361,the,O,114,9,test
13362,distributed,B-COMUNICAÇÃO,114,9,test
13363,ledger,I-COMUNICAÇÃO,114,9,test
13364,network,I-COMUNICAÇÃO,114,9,test
13365,and,O,114,9,test
13366,transform,B-FUNCIONALIDADE,114,9,test
13367,the,I-FUNCIONALIDADE,114,9,test
13368,standardized,I-FUNCIONALIDADE,114,9,test
13369,smart,I-FUNCIONALIDADE,114,9,test
13370,contracts,I-FUNCIONALIDADE,114,9,test
13371,into,O,114,9,test
13372,the,O,114,9,test
13373,distributed,B-COMUNICAÇÃO,114,9,test
13374,ledger,I-COMUNICAÇÃO,114,9,test
13375,network,I-COMUNICAÇÃO,114,9,test
13376,.,O,114,9,test
13377,Further,O,114,9,test
13378,",",O,114,9,test
13379,a,O,114,9,test
13380,transformed,O,114,9,test
13381,smart,O,114,9,test
13382,contract,O,114,9,test
13383,controls,O,114,9,test
13384,a,O,114,9,test
13385,collaboration,O,114,9,test
13386,model,O,114,9,test
13387,between,O,114,9,test
13388,the,O,114,9,test
13389,networked,B-HARDWARE,114,9,test
13390,machines,I-HARDWARE,114,9,test
13391,and,O,114,9,test
13392,is,O,114,9,test
13393,executed,O,114,9,test
13394,so,O,114,9,test
13395,as,O,114,9,test
13396,to,O,114,9,test
13397,be,O,114,9,test
13398,implemented,O,114,9,test
13399,in,O,114,9,test
13400,the,O,114,9,test
13401,distributed,B-HARDWARE,114,9,test
13402,ledger,I-HARDWARE,114,9,test
13403,network,I-HARDWARE,114,9,test
13404,computer,I-HARDWARE,114,9,test
13405,.,I-HARDWARE,114,9,test
13406,A,O,115,9,test
13407,battery,B-HARDWARE,115,9,test
13408,apparatus,I-HARDWARE,115,9,test
13409,estimates,B-FUNCIONALIDADE,115,9,test
13410,a,I-FUNCIONALIDADE,115,9,test
13411,surface,I-FUNCIONALIDADE,115,9,test
13412,SOC,I-FUNCIONALIDADE,115,9,test
13413,representing,O,115,9,test
13414,a,O,115,9,test
13415,potential,O,115,9,test
13416,at,O,115,9,test
13417,an,O,115,9,test
13418,electrode,O,115,9,test
13419,surface,O,115,9,test
13420,of,O,115,9,test
13421,the,O,115,9,test
13422,battery,O,115,9,test
13423,",",O,115,9,test
13424,and,O,115,9,test
13425,predicts,B-FUNCIONALIDADE,115,9,test
13426,an,I-FUNCIONALIDADE,115,9,test
13427,output,I-FUNCIONALIDADE,115,9,test
13428,of,O,115,9,test
13429,the,O,115,9,test
13430,battery,O,115,9,test
13431,during,O,115,9,test
13432,a,O,115,9,test
13433,requested,O,115,9,test
13434,time,O,115,9,test
13435,based,O,115,9,test
13436,on,O,115,9,test
13437,the,O,115,9,test
13438,first,O,115,9,test
13439,surface,O,115,9,test
13440,SOC,O,115,9,test
13441,",",O,115,9,test
13442,a,O,115,9,test
13443,cut,O,115,9,test
13444,-,O,115,9,test
13445,off,O,115,9,test
13446,voltage,O,115,9,test
13447,",",O,115,9,test
13448,and,O,115,9,test
13449,the,O,115,9,test
13450,requested,O,115,9,test
13451,time,O,115,9,test
13452,.,O,115,9,test
13453,According,O,116,9,test
13454,to,O,116,9,test
13455,an,O,116,9,test
13456,aspect,O,116,9,test
13457,of,O,116,9,test
13458,the,O,116,9,test
13459,present,O,116,9,test
13460,disclosure,O,116,9,test
13461,",",O,116,9,test
13462,there,O,116,9,test
13463,is,O,116,9,test
13464,provided,O,116,9,test
13465,a,O,116,9,test
13466,method,O,116,9,test
13467,including,O,116,9,test
13468,:,O,116,9,test
13469,obtaining,O,116,9,test
13470,",",O,116,9,test
13471,from,O,116,9,test
13472,the,O,116,9,test
13473,electronic,B-HARDWARE,116,9,test
13474,device,I-HARDWARE,116,9,test
13475,",",O,116,9,test
13476,at,O,116,9,test
13477,least,O,116,9,test
13478,one,O,116,9,test
13479,of,O,116,9,test
13480,acceleration,O,116,9,test
13481,data,O,116,9,test
13482,",",O,116,9,test
13483,geomagnetic,O,116,9,test
13484,data,O,116,9,test
13485,",",O,116,9,test
13486,and,O,116,9,test
13487,gyro,O,116,9,test
13488,data,O,116,9,test
13489,of,O,116,9,test
13490,the,O,116,9,test
13491,electronic,O,116,9,test
13492,device,O,116,9,test
13493,",",O,116,9,test
13494,and,O,116,9,test
13495,determining,O,116,9,test
13496,",",O,116,9,test
13497,based,O,116,9,test
13498,on,O,116,9,test
13499,the,O,116,9,test
13500,obtained,O,116,9,test
13501,data,O,116,9,test
13502,",",O,116,9,test
13503,a,O,116,9,test
13504,pattern,O,116,9,test
13505,of,O,116,9,test
13506,a,O,116,9,test
13507,road,O,116,9,test
13508,below,O,116,9,test
13509,the,O,116,9,test
13510,electronic,O,116,9,test
13511,device,O,116,9,test
13512,.,O,116,9,test
13513,The,O,116,9,test
13514,electronic,B-HARDWARE,116,9,test
13515,device,I-HARDWARE,116,9,test
13516,may,O,116,9,test
13517,be,O,116,9,test
13518,installed,O,116,9,test
13519,in,O,116,9,test
13520,a,O,116,9,test
13521,vehicle,O,116,9,test
13522,",",O,116,9,test
13523,for,O,116,9,test
13524,example,O,116,9,test
13525,",",O,116,9,test
13526,a,O,116,9,test
13527,two,O,116,9,test
13528,-,O,116,9,test
13529,wheeled,O,116,9,test
13530,vehicle,O,116,9,test
13531,or,O,116,9,test
13532,a,O,116,9,test
13533,micromobility,O,116,9,test
13534,vehicle,O,116,9,test
13535,.,O,116,9,test
13536,The,O,116,9,test
13537,method,O,116,9,test
13538,may,O,116,9,test
13539,further,O,116,9,test
13540,include,O,116,9,test
13541,determining,B-FUNCIONALIDADE,116,9,test
13542,a,I-FUNCIONALIDADE,116,9,test
13543,driving,I-FUNCIONALIDADE,116,9,test
13544,state,I-FUNCIONALIDADE,116,9,test
13545,of,O,116,9,test
13546,the,O,116,9,test
13547,vehicle,O,116,9,test
13548,based,O,116,9,test
13549,on,O,116,9,test
13550,the,O,116,9,test
13551,pattern,O,116,9,test
13552,of,O,116,9,test
13553,the,O,116,9,test
13554,road,O,116,9,test
13555,on,O,116,9,test
13556,which,O,116,9,test
13557,the,O,116,9,test
13558,vehicle,O,116,9,test
13559,is,O,116,9,test
13560,driving,O,116,9,test
13561,.,O,116,9,test
13562,A,O,116,9,test
13563,system,O,116,9,test
13564,configured,O,116,9,test
13565,to,O,116,9,test
13566,perform,O,116,9,test
13567,the,O,116,9,test
13568,method,O,116,9,test
13569,may,O,116,9,test
13570,be,O,116,9,test
13571,provided,O,116,9,test
13572,.,O,116,9,test
13573,A,O,117,9,test
13574,processor,B-HARDWARE,117,9,test
13575,of,I-HARDWARE,117,9,test
13576,a,I-HARDWARE,117,9,test
13577,battery,I-HARDWARE,117,9,test
13578,apparatus,I-HARDWARE,117,9,test
13579,estimates,B-FUNCIONALIDADE,117,9,test
13580,an,I-FUNCIONALIDADE,117,9,test
13581,internal,I-FUNCIONALIDADE,117,9,test
13582,resistance,I-FUNCIONALIDADE,117,9,test
13583,of,O,117,9,test
13584,a,O,117,9,test
13585,battery,B-HARDWARE,117,9,test
13586,at,O,117,9,test
13587,a,O,117,9,test
13588,reference,O,117,9,test
13589,temperature,O,117,9,test
13590,based,O,117,9,test
13591,on,O,117,9,test
13592,a,O,117,9,test
13593,measured,O,117,9,test
13594,voltage,O,117,9,test
13595,of,O,117,9,test
13596,the,O,117,9,test
13597,battery,O,117,9,test
13598,",",O,117,9,test
13599,a,O,117,9,test
13600,measured,O,117,9,test
13601,current,O,117,9,test
13602,of,O,117,9,test
13603,the,O,117,9,test
13604,battery,B-HARDWARE,117,9,test
13605,",",O,117,9,test
13606,an,O,117,9,test
13607,open,O,117,9,test
13608,circuit,O,117,9,test
13609,voltage,O,117,9,test
13610,of,O,117,9,test
13611,the,O,117,9,test
13612,battery,O,117,9,test
13613,",",O,117,9,test
13614,and,O,117,9,test
13615,a,O,117,9,test
13616,measured,O,117,9,test
13617,temperature,O,117,9,test
13618,of,O,117,9,test
13619,the,O,117,9,test
13620,battery,B-HARDWARE,117,9,test
13621,",",O,117,9,test
13622,and,O,117,9,test
13623,estimates,B-FUNCIONALIDADE,117,9,test
13624,a,I-FUNCIONALIDADE,117,9,test
13625,resistance,I-FUNCIONALIDADE,117,9,test
13626,state,I-FUNCIONALIDADE,117,9,test
13627,of,O,117,9,test
13628,the,O,117,9,test
13629,battery,B-HARDWARE,117,9,test
13630,based,O,117,9,test
13631,on,O,117,9,test
13632,the,O,117,9,test
13633,estimated,O,117,9,test
13634,internal,O,117,9,test
13635,resistance,O,117,9,test
13636,and,O,117,9,test
13637,a,O,117,9,test
13638,beginning,O,117,9,test
13639,of,O,117,9,test
13640,life,O,117,9,test
13641,(,O,117,9,test
13642,BOL,O,117,9,test
13643,),O,117,9,test
13644,resistance,O,117,9,test
13645,at,O,117,9,test
13646,the,O,117,9,test
13647,reference,O,117,9,test
13648,temperature,O,117,9,test
13649,when,O,117,9,test
13650,the,O,117,9,test
13651,battery,B-HARDWARE,117,9,test
13652,is,O,117,9,test
13653,in,O,117,9,test
13654,a,O,117,9,test
13655,BOL,O,117,9,test
13656,state,O,117,9,test
13657,.,O,117,9,test
13658,Provided,O,118,9,test
13659,are,O,118,9,test
13660,a,O,118,9,test
13661,method,O,118,9,test
13662,and,O,118,9,test
13663,an,O,118,9,test
13664,apparatus,O,118,9,test
13665,for,O,118,9,test
13666,providing,B-FUNCIONALIDADE,118,9,test
13667,context,I-FUNCIONALIDADE,118,9,test
13668,-,I-FUNCIONALIDADE,118,9,test
13669,based,I-FUNCIONALIDADE,118,9,test
13670,content,I-FUNCIONALIDADE,118,9,test
13671,.,O,118,9,test
13672,A,O,118,9,test
13673,method,O,118,9,test
13674,for,O,118,9,test
13675,providing,B-FUNCIONALIDADE,118,9,test
13676,content,I-FUNCIONALIDADE,118,9,test
13677,according,O,118,9,test
13678,to,O,118,9,test
13679,one,O,118,9,test
13680,embodiment,O,118,9,test
13681,of,O,118,9,test
13682,the,O,118,9,test
13683,present,O,118,9,test
13684,disclosure,O,118,9,test
13685,comprises,O,118,9,test
13686,identifying,B-FUNCIONALIDADE,118,9,test
13687,a,I-FUNCIONALIDADE,118,9,test
13688,vehicle,I-FUNCIONALIDADE,118,9,test
13689,driver,I-FUNCIONALIDADE,118,9,test
13690,",",O,118,9,test
13691,receiving,B-FUNCIONALIDADE,118,9,test
13692,an,I-FUNCIONALIDADE,118,9,test
13693,internal,I-FUNCIONALIDADE,118,9,test
13694,setting,I-FUNCIONALIDADE,118,9,test
13695,temperature,I-FUNCIONALIDADE,118,9,test
13696,of,O,118,9,test
13697,the,O,118,9,test
13698,vehicle,O,118,9,test
13699,",",O,118,9,test
13700,receiving,B-FUNCIONALIDADE,118,9,test
13701,internal,I-FUNCIONALIDADE,118,9,test
13702,and,I-FUNCIONALIDADE,118,9,test
13703,external,I-FUNCIONALIDADE,118,9,test
13704,temperature,I-FUNCIONALIDADE,118,9,test
13705,information,I-FUNCIONALIDADE,118,9,test
13706,of,O,118,9,test
13707,the,O,118,9,test
13708,vehicle,O,118,9,test
13709,",",O,118,9,test
13710,receiving,B-FUNCIONALIDADE,118,9,test
13711,current,I-FUNCIONALIDADE,118,9,test
13712,temperature,I-FUNCIONALIDADE,118,9,test
13713,setting,I-FUNCIONALIDADE,118,9,test
13714,information,I-FUNCIONALIDADE,118,9,test
13715,of,O,118,9,test
13716,other,O,118,9,test
13717,vehicles,O,118,9,test
13718,",",O,118,9,test
13719,determining,O,118,9,test
13720,whether,O,118,9,test
13721,the,O,118,9,test
13722,internal,O,118,9,test
13723,setting,O,118,9,test
13724,temperature,O,118,9,test
13725,of,O,118,9,test
13726,the,O,118,9,test
13727,vehicle,O,118,9,test
13728,is,O,118,9,test
13729,lower,O,118,9,test
13730,than,O,118,9,test
13731,a,O,118,9,test
13732,first,O,118,9,test
13733,threshold,O,118,9,test
13734,temperature,O,118,9,test
13735,",",O,118,9,test
13736,when,O,118,9,test
13737,the,O,118,9,test
13738,internal,O,118,9,test
13739,setting,O,118,9,test
13740,temperature,O,118,9,test
13741,of,O,118,9,test
13742,the,O,118,9,test
13743,vehicle,O,118,9,test
13744,is,O,118,9,test
13745,lower,O,118,9,test
13746,than,O,118,9,test
13747,the,O,118,9,test
13748,first,O,118,9,test
13749,threshold,O,118,9,test
13750,temperature,O,118,9,test
13751,",",O,118,9,test
13752,determining,O,118,9,test
13753,that,O,118,9,test
13754,the,O,118,9,test
13755,driver,B-PESSOA,118,9,test
13756,has,O,118,9,test
13757,a,O,118,9,test
13758,lot,O,118,9,test
13759,of,O,118,9,test
13760,body,O,118,9,test
13761,heat,O,118,9,test
13762,",",O,118,9,test
13763,and,O,118,9,test
13764,providing,B-FUNCIONALIDADE,118,9,test
13765,content,I-FUNCIONALIDADE,118,9,test
13766,according,O,118,9,test
13767,to,O,118,9,test
13768,the,O,118,9,test
13769,driver,O,118,9,test
13770,',O,118,9,test
13771,s,O,118,9,test
13772,physical,O,118,9,test
13773,constitution,O,118,9,test
13774,.,O,118,9,test
13775,There,O,119,9,test
13776,is,O,119,9,test
13777,a,O,119,9,test
13778,method,O,119,9,test
13779,of,O,119,9,test
13780,controlling,B-FUNCIONALIDADE,119,9,test
13781,a,I-FUNCIONALIDADE,119,9,test
13782,memory,I-FUNCIONALIDADE,119,9,test
13783,device,I-FUNCIONALIDADE,119,9,test
13784,.,O,119,9,test
13785,The,O,119,9,test
13786,method,O,119,9,test
13787,comprises,O,119,9,test
13788,acquiring,B-FUNCIONALIDADE,119,9,test
13789,a,I-FUNCIONALIDADE,119,9,test
13790,size,I-FUNCIONALIDADE,119,9,test
13791,of,I-FUNCIONALIDADE,119,9,test
13792,a,I-FUNCIONALIDADE,119,9,test
13793,PIM,I-FUNCIONALIDADE,119,9,test
13794,array,I-FUNCIONALIDADE,119,9,test
13795,provided,O,119,9,test
13796,to,O,119,9,test
13797,compute,O,119,9,test
13798,a,O,119,9,test
13799,convolution,B-SOFTWARE,119,9,test
13800,layer,I-SOFTWARE,119,9,test
13801,included,O,119,9,test
13802,in,O,119,9,test
13803,a,O,119,9,test
13804,deep,B-SOFTWARE,119,9,test
13805,neural,I-SOFTWARE,119,9,test
13806,network,I-SOFTWARE,119,9,test
13807,",",O,119,9,test
13808,a,O,119,9,test
13809,size,O,119,9,test
13810,of,O,119,9,test
13811,input,O,119,9,test
13812,data,O,119,9,test
13813,input,O,119,9,test
13814,to,O,119,9,test
13815,the,O,119,9,test
13816,convolution,B-SOFTWARE,119,9,test
13817,layer,I-SOFTWARE,119,9,test
13818,",",O,119,9,test
13819,and,O,119,9,test
13820,a,O,119,9,test
13821,size,O,119,9,test
13822,of,O,119,9,test
13823,a,O,119,9,test
13824,kernel,B-SOFTWARE,119,9,test
13825,filtering,O,119,9,test
13826,the,O,119,9,test
13827,input,O,119,9,test
13828,data,O,119,9,test
13829,",",O,119,9,test
13830,and,O,119,9,test
13831,determining,B-FUNCIONALIDADE,119,9,test
13832,a,I-FUNCIONALIDADE,119,9,test
13833,size,I-FUNCIONALIDADE,119,9,test
13834,of,I-FUNCIONALIDADE,119,9,test
13835,a,I-FUNCIONALIDADE,119,9,test
13836,parallel,I-FUNCIONALIDADE,119,9,test
13837,window,I-FUNCIONALIDADE,119,9,test
13838,such,O,119,9,test
13839,that,O,119,9,test
13840,a,O,119,9,test
13841,number,O,119,9,test
13842,of,O,119,9,test
13843,times,O,119,9,test
13844,of,O,119,9,test
13845,cycles,O,119,9,test
13846,of,O,119,9,test
13847,the,O,119,9,test
13848,PIM,O,119,9,test
13849,array,O,119,9,test
13850,for,O,119,9,test
13851,the,O,119,9,test
13852,convolution,B-SOFTWARE,119,9,test
13853,layer,I-SOFTWARE,119,9,test
13854,is,O,119,9,test
13855,minimized,O,119,9,test
13856,based,O,119,9,test
13857,on,O,119,9,test
13858,the,O,119,9,test
13859,size,O,119,9,test
13860,of,O,119,9,test
13861,the,O,119,9,test
13862,PIM,O,119,9,test
13863,array,O,119,9,test
13864,",",O,119,9,test
13865,the,O,119,9,test
13866,size,O,119,9,test
13867,of,O,119,9,test
13868,the,O,119,9,test
13869,input,O,119,9,test
13870,data,O,119,9,test
13871,",",O,119,9,test
13872,and,O,119,9,test
13873,the,O,119,9,test
13874,size,O,119,9,test
13875,of,O,119,9,test
13876,the,O,119,9,test
13877,kernel,B-SOFTWARE,119,9,test
13878,.,I-SOFTWARE,119,9,test
13879,The,O,120,9,test
13880,present,O,120,9,test
13881,disclosure,O,120,9,test
13882,discloses,O,120,9,test
13883,a,O,120,9,test
13884,method,O,120,9,test
13885,for,O,120,9,test
13886,displaying,B-FUNCIONALIDADE,120,9,test
13887,a,I-FUNCIONALIDADE,120,9,test
13888,motion,I-FUNCIONALIDADE,120,9,test
13889,monitoring,I-FUNCIONALIDADE,120,9,test
13890,interface,I-FUNCIONALIDADE,120,9,test
13891,.,O,120,9,test
13892,The,O,120,9,test
13893,method,O,120,9,test
13894,includes,O,120,9,test
13895,:,O,120,9,test
13896,obtaining,B-FUNCIONALIDADE,120,9,test
13897,a,I-FUNCIONALIDADE,120,9,test
13898,movement,I-FUNCIONALIDADE,120,9,test
13899,signal,I-FUNCIONALIDADE,120,9,test
13900,during,O,120,9,test
13901,a,O,120,9,test
13902,motion,O,120,9,test
13903,of,O,120,9,test
13904,a,O,120,9,test
13905,user,O,120,9,test
13906,from,O,120,9,test
13907,at,O,120,9,test
13908,least,O,120,9,test
13909,one,O,120,9,test
13910,sensor,B-HARDWARE,120,9,test
13911,",",O,120,9,test
13912,wherein,O,120,9,test
13913,the,O,120,9,test
13914,movement,O,120,9,test
13915,signal,O,120,9,test
13916,at,O,120,9,test
13917,least,O,120,9,test
13918,includes,O,120,9,test
13919,an,O,120,9,test
13920,electromyographic,O,120,9,test
13921,signal,O,120,9,test
13922,or,O,120,9,test
13923,an,O,120,9,test
13924,attitude,O,120,9,test
13925,signal,O,120,9,test
13926,",",O,120,9,test
13927,determining,B-FUNCIONALIDADE,120,9,test
13928,information,I-FUNCIONALIDADE,120,9,test
13929,related,O,120,9,test
13930,to,O,120,9,test
13931,the,O,120,9,test
13932,motion,O,120,9,test
13933,of,O,120,9,test
13934,the,O,120,9,test
13935,user,B-PESSOA,120,9,test
13936,by,O,120,9,test
13937,processing,B-FUNCIONALIDADE,120,9,test
13938,the,I-FUNCIONALIDADE,120,9,test
13939,movement,I-FUNCIONALIDADE,120,9,test
13940,signal,I-FUNCIONALIDADE,120,9,test
13941,",",O,120,9,test
13942,and,O,120,9,test
13943,displaying,B-FUNCIONALIDADE,120,9,test
13944,the,I-FUNCIONALIDADE,120,9,test
13945,information,I-FUNCIONALIDADE,120,9,test
13946,related,O,120,9,test
13947,to,O,120,9,test
13948,the,O,120,9,test
13949,motion,O,120,9,test
13950,of,O,120,9,test
13951,the,O,120,9,test
13952,user,B-PESSOA,120,9,test
13953,.,I-PESSOA,120,9,test
13954,A,O,121,9,test
13955,motion,O,121,9,test
13956,monitoring,O,121,9,test
13957,method,O,121,9,test
13958,(,O,121,9,test
13959,500,O,121,9,test
13960,),O,121,9,test
13961,is,O,121,9,test
13962,provided,O,121,9,test
13963,",",O,121,9,test
13964,which,O,121,9,test
13965,includes,O,121,9,test
13966,:,O,121,9,test
13967,obtaining,B-FUNCIONALIDADE,121,9,test
13968,a,I-FUNCIONALIDADE,121,9,test
13969,movement,I-FUNCIONALIDADE,121,9,test
13970,signal,I-FUNCIONALIDADE,121,9,test
13971,of,O,121,9,test
13972,a,O,121,9,test
13973,user,O,121,9,test
13974,during,O,121,9,test
13975,motion,O,121,9,test
13976,",",O,121,9,test
13977,wherein,O,121,9,test
13978,the,O,121,9,test
13979,movement,O,121,9,test
13980,signal,O,121,9,test
13981,includes,O,121,9,test
13982,at,O,121,9,test
13983,least,O,121,9,test
13984,an,O,121,9,test
13985,electromyographic,O,121,9,test
13986,signal,O,121,9,test
13987,or,O,121,9,test
13988,an,O,121,9,test
13989,attitude,O,121,9,test
13990,signal,O,121,9,test
13991,(,O,121,9,test
13992,510,O,121,9,test
13993,),O,121,9,test
13994,",",O,121,9,test
13995,and,O,121,9,test
13996,monitoring,B-FUNCIONALIDADE,121,9,test
13997,a,I-FUNCIONALIDADE,121,9,test
13998,movement,I-FUNCIONALIDADE,121,9,test
13999,of,O,121,9,test
14000,the,O,121,9,test
14001,user,O,121,9,test
14002,during,O,121,9,test
14003,motion,O,121,9,test
14004,based,O,121,9,test
14005,at,O,121,9,test
14006,least,O,121,9,test
14007,on,O,121,9,test
14008,feature,O,121,9,test
14009,information,O,121,9,test
14010,corresponding,O,121,9,test
14011,to,O,121,9,test
14012,the,O,121,9,test
14013,electromyographic,O,121,9,test
14014,signal,O,121,9,test
14015,or,O,121,9,test
14016,the,O,121,9,test
14017,feature,O,121,9,test
14018,information,O,121,9,test
14019,corresponding,O,121,9,test
14020,to,O,121,9,test
14021,the,O,121,9,test
14022,attitude,O,121,9,test
14023,signal,O,121,9,test
14024,(,O,121,9,test
14025,520,O,121,9,test
14026,),O,121,9,test
14027,.,O,121,9,test
14028,In,O,122,9,test
14029,a,O,122,9,test
14030,remotely,B-HARDWARE,122,9,test
14031,piloted,I-HARDWARE,122,9,test
14032,vehicle,I-HARDWARE,122,9,test
14033,system,I-HARDWARE,122,9,test
14034,",",O,122,9,test
14035,a,O,122,9,test
14036,ground,B-HARDWARE,122,9,test
14037,station,I-HARDWARE,122,9,test
14038,has,O,122,9,test
14039,a,O,122,9,test
14040,payload,B-HARDWARE,122,9,test
14041,controller,I-HARDWARE,122,9,test
14042,(,O,122,9,test
14043,PC,O,122,9,test
14044,),O,122,9,test
14045,",",O,122,9,test
14046,ground,B-HARDWARE,122,9,test
14047,data,I-HARDWARE,122,9,test
14048,terminal,I-HARDWARE,122,9,test
14049,(,O,122,9,test
14050,GDT,O,122,9,test
14051,),O,122,9,test
14052,",",O,122,9,test
14053,and,O,122,9,test
14054,first,O,122,9,test
14055,payload,B-HARDWARE,122,9,test
14056,interface,I-HARDWARE,122,9,test
14057,module,I-HARDWARE,122,9,test
14058,(,O,122,9,test
14059,PIM,O,122,9,test
14060,),O,122,9,test
14061,having,O,122,9,test
14062,a,O,122,9,test
14063,first,O,122,9,test
14064,interface,O,122,9,test
14065,of,O,122,9,test
14066,a,O,122,9,test
14067,payload,O,122,9,test
14068,-,O,122,9,test
14069,specific,O,122,9,test
14070,type,O,122,9,test
14071,to,O,122,9,test
14072,the,O,122,9,test
14073,PC,O,122,9,test
14074,and,O,122,9,test
14075,a,O,122,9,test
14076,first,O,122,9,test
14077,network,O,122,9,test
14078,interface,O,122,9,test
14079,to,O,122,9,test
14080,the,O,122,9,test
14081,GDT,O,122,9,test
14082,",",O,122,9,test
14083,and,O,122,9,test
14084,the,O,122,9,test
14085,first,O,122,9,test
14086,PIM,O,122,9,test
14087,converts,B-FUNCIONALIDADE,122,9,test
14088,between,I-FUNCIONALIDADE,122,9,test
14089,signals,I-FUNCIONALIDADE,122,9,test
14090,of,O,122,9,test
14091,the,O,122,9,test
14092,first,O,122,9,test
14093,interface,O,122,9,test
14094,and,O,122,9,test
14095,corresponding,O,122,9,test
14096,messages,O,122,9,test
14097,of,O,122,9,test
14098,the,O,122,9,test
14099,first,O,122,9,test
14100,network,O,122,9,test
14101,interface,O,122,9,test
14102,.,O,122,9,test
14103,Aa,O,122,9,test
14104,remotely,B-HARDWARE,122,9,test
14105,piloted,I-HARDWARE,122,9,test
14106,vehicle,I-HARDWARE,122,9,test
14107,has,O,122,9,test
14108,a,O,122,9,test
14109,payload,O,122,9,test
14110,(,O,122,9,test
14111,PL,O,122,9,test
14112,),O,122,9,test
14113,",",O,122,9,test
14114,a,O,122,9,test
14115,vehicle,B-HARDWARE,122,9,test
14116,data,I-HARDWARE,122,9,test
14117,terminal,I-HARDWARE,122,9,test
14118,(,O,122,9,test
14119,VDT,O,122,9,test
14120,),O,122,9,test
14121,",",O,122,9,test
14122,and,O,122,9,test
14123,a,O,122,9,test
14124,second,O,122,9,test
14125,PIM,O,122,9,test
14126,having,O,122,9,test
14127,a,O,122,9,test
14128,second,O,122,9,test
14129,interface,B-HARDWARE,122,9,test
14130,of,I-HARDWARE,122,9,test
14131,the,I-HARDWARE,122,9,test
14132,payload,I-HARDWARE,122,9,test
14133,-,I-HARDWARE,122,9,test
14134,specific,I-HARDWARE,122,9,test
14135,type,O,122,9,test
14136,to,O,122,9,test
14137,the,O,122,9,test
14138,PL,O,122,9,test
14139,and,O,122,9,test
14140,a,O,122,9,test
14141,second,O,122,9,test
14142,network,O,122,9,test
14143,interface,O,122,9,test
14144,to,O,122,9,test
14145,the,O,122,9,test
14146,VDT,O,122,9,test
14147,.,O,122,9,test
14148,The,O,122,9,test
14149,VDT,O,122,9,test
14150,is,O,122,9,test
14151,communicatively,O,122,9,test
14152,coupled,O,122,9,test
14153,to,O,122,9,test
14154,the,O,122,9,test
14155,GDT,O,122,9,test
14156,for,O,122,9,test
14157,transfer,B-FUNCIONALIDADE,122,9,test
14158,of,I-FUNCIONALIDADE,122,9,test
14159,messages,I-FUNCIONALIDADE,122,9,test
14160,",",O,122,9,test
14161,and,O,122,9,test
14162,the,O,122,9,test
14163,second,O,122,9,test
14164,PIM,O,122,9,test
14165,converts,B-FUNCIONALIDADE,122,9,test
14166,between,I-FUNCIONALIDADE,122,9,test
14167,messages,I-FUNCIONALIDADE,122,9,test
14168,of,O,122,9,test
14169,the,O,122,9,test
14170,second,O,122,9,test
14171,network,O,122,9,test
14172,interface,O,122,9,test
14173,and,O,122,9,test
14174,corresponding,O,122,9,test
14175,signals,O,122,9,test
14176,of,O,122,9,test
14177,the,O,122,9,test
14178,second,O,122,9,test
14179,interface,O,122,9,test
14180,.,O,122,9,test
14181,The,O,122,9,test
14182,PIMs,O,122,9,test
14183,form,O,122,9,test
14184,respective,O,122,9,test
14185,endpoints,O,122,9,test
14186,of,O,122,9,test
14187,a,O,122,9,test
14188,ground,O,122,9,test
14189,-,O,122,9,test
14190,to,O,122,9,test
14191,-,O,122,9,test
14192,vehicle,O,122,9,test
14193,channel,O,122,9,test
14194,between,O,122,9,test
14195,the,O,122,9,test
14196,PC,O,122,9,test
14197,and,O,122,9,test
14198,PL,O,122,9,test
14199,.,O,122,9,test
14200,A,O,123,9,test
14201,battery,B-HARDWARE,123,9,test
14202,apparatus,I-HARDWARE,123,9,test
14203,including,O,123,9,test
14204,a,O,123,9,test
14205,first,O,123,9,test
14206,battery,B-HARDWARE,123,9,test
14207,pack,I-HARDWARE,123,9,test
14208,for,O,123,9,test
14209,providing,B-FUNCIONALIDADE,123,9,test
14210,a,I-FUNCIONALIDADE,123,9,test
14211,first,I-FUNCIONALIDADE,123,9,test
14212,voltage,I-FUNCIONALIDADE,123,9,test
14213,",",O,123,9,test
14214,a,O,123,9,test
14215,battery,B-HARDWARE,123,9,test
14216,management,I-HARDWARE,123,9,test
14217,system,I-HARDWARE,123,9,test
14218,for,O,123,9,test
14219,managing,B-FUNCIONALIDADE,123,9,test
