item,token,tag,sentence,patent,partition,trainingTest
10495,battery,B-HARDWARE,1,91,8,validation
10496,apparatus,I-HARDWARE,1,91,8,validation
10497,being,O,1,91,8,validation
10498,lower,O,1,91,8,validation
10499,than,O,1,91,8,validation
10500,the,O,1,91,8,validation
10501,stop,O,1,91,8,validation
10502,temperature,O,1,91,8,validation
10503,.,O,1,91,8,validation
10504,A,O,1,92,8,validation
10505,battery,O,1,92,8,validation
10506,management,O,1,92,8,validation
10507,system,O,1,92,8,validation
10508,of,O,1,92,8,validation
10509,a,O,1,92,8,validation
10510,battery,B-HARDWARE,1,92,8,validation
10511,apparatus,I-HARDWARE,1,92,8,validation
10512,includes,O,1,92,8,validation
10513,a,O,1,92,8,validation
10514,circuit,B-HARDWARE,1,92,8,validation
10515,to,O,1,92,8,validation
10516,which,O,1,92,8,validation
10517,a,O,1,92,8,validation
10518,voltage,O,1,92,8,validation
10519,from,O,1,92,8,validation
10520,a,O,1,92,8,validation
10521,power,O,1,92,8,validation
10522,supply,O,1,92,8,validation
10523,is,O,1,92,8,validation
10524,supplied,O,1,92,8,validation
10525,and,O,1,92,8,validation
10526,configured,O,1,92,8,validation
10527,to,O,1,92,8,validation
10528,be,O,1,92,8,validation
10529,used,O,1,92,8,validation
10530,to,O,1,92,8,validation
10531,manage,B-FUNCIONALIDADE,1,92,8,validation
10532,the,I-FUNCIONALIDADE,1,92,8,validation
10533,battery,I-FUNCIONALIDADE,1,92,8,validation
10534,pack,I-FUNCIONALIDADE,1,92,8,validation
10535,.,O,1,92,8,validation
10536,A,O,2,92,8,validation
10537,processor,B-HARDWARE,2,92,8,validation
10538,of,I-HARDWARE,2,92,8,validation
10539,the,I-HARDWARE,2,92,8,validation
10540,battery,I-HARDWARE,2,92,8,validation
10541,management,I-HARDWARE,2,92,8,validation
10542,system,I-HARDWARE,2,92,8,validation
10543,controls,B-FUNCIONALIDADE,2,92,8,validation
10544,the,I-FUNCIONALIDADE,2,92,8,validation
10545,circuit,I-FUNCIONALIDADE,2,92,8,validation
10546,",",O,2,92,8,validation
10547,measure,B-FUNCIONALIDADE,2,92,8,validation
10548,a,I-FUNCIONALIDADE,2,92,8,validation
10549,voltage,I-FUNCIONALIDADE,2,92,8,validation
10550,supplied,I-FUNCIONALIDADE,2,92,8,validation
10551,from,O,2,92,8,validation
10552,the,O,2,92,8,validation
10553,power,O,2,92,8,validation
10554,supply,O,2,92,8,validation
10555,",",O,2,92,8,validation
10556,and,O,2,92,8,validation
10557,corrects,B-FUNCIONALIDADE,2,92,8,validation
10558,the,I-FUNCIONALIDADE,2,92,8,validation
10559,measured,I-FUNCIONALIDADE,2,92,8,validation
10560,voltage,I-FUNCIONALIDADE,2,92,8,validation
10561,based,O,2,92,8,validation
10562,on,O,2,92,8,validation
10563,a,O,2,92,8,validation
10564,voltage,O,2,92,8,validation
10565,drop,O,2,92,8,validation
10566,occurred,O,2,92,8,validation
10567,in,O,2,92,8,validation
10568,the,O,2,92,8,validation
10569,circuit,B-HARDWARE,2,92,8,validation
10570,.,O,2,92,8,validation
10571,A,O,1,93,8,validation
10572,method,O,1,93,8,validation
10573,",",O,1,93,8,validation
10574,implemented,O,1,93,8,validation
10575,by,O,1,93,8,validation
10576,a,O,1,93,8,validation
10577,computer,B-HARDWARE,1,93,8,validation
10578,",",O,1,93,8,validation
10579,for,O,1,93,8,validation
10580,positioning,O,1,93,8,validation
10581,based,O,1,93,8,validation
10582,on,O,1,93,8,validation
10583,heterogeneous,O,1,93,8,validation
10584,networks,O,1,93,8,validation
10585,comprises,O,1,93,8,validation
10586,:,O,1,93,8,validation
10587,estimating,B-FUNCIONALIDADE,1,93,8,validation
10588,a,I-FUNCIONALIDADE,1,93,8,validation
10589,position,I-FUNCIONALIDADE,1,93,8,validation
10590,of,O,1,93,8,validation
10591,a,O,1,93,8,validation
10592,personal,O,1,93,8,validation
10593,mobility,O,1,93,8,validation
10594,device,O,1,93,8,validation
10595,(,O,1,93,8,validation
10596,PMD,O,1,93,8,validation
10597,),O,1,93,8,validation
10598,based,O,1,93,8,validation
10599,on,O,1,93,8,validation
10600,a,O,1,93,8,validation
10601,first,O,1,93,8,validation
10602,wireless,O,1,93,8,validation
10603,signal,O,1,93,8,validation
10604,;,O,1,93,8,validation
10605,determining,O,1,93,8,validation
10606,whether,O,1,93,8,validation
10607,the,O,1,93,8,validation
10608,PMD,O,1,93,8,validation
10609,is,O,1,93,8,validation
10610,within,O,1,93,8,validation
10611,an,O,1,93,8,validation
10612,intermediate,O,1,93,8,validation
10613,area,O,1,93,8,validation
10614,between,O,1,93,8,validation
10615,a,O,1,93,8,validation
10616,first,O,1,93,8,validation
10617,area,O,1,93,8,validation
10618,and,O,1,93,8,validation
10619,a,O,1,93,8,validation
10620,second,O,1,93,8,validation
10621,area,O,1,93,8,validation
10622,",",O,1,93,8,validation
10623,based,O,1,93,8,validation
10624,on,O,1,93,8,validation
10625,an,O,1,93,8,validation
10626,estimated,O,1,93,8,validation
10627,position,O,1,93,8,validation
10628,of,O,1,93,8,validation
10629,the,O,1,93,8,validation
10630,PMD,O,1,93,8,validation
10631,;,O,1,93,8,validation
10632,determining,B-FUNCIONALIDADE,1,93,8,validation
10633,whether,I-FUNCIONALIDADE,1,93,8,validation
10634,the,I-FUNCIONALIDADE,1,93,8,validation
10635,PMD,I-FUNCIONALIDADE,1,93,8,validation
10636,moves,I-FUNCIONALIDADE,1,93,8,validation
10637,to,O,1,93,8,validation
10638,the,O,1,93,8,validation
10639,second,O,1,93,8,validation
10640,area,O,1,93,8,validation
10641,",",O,1,93,8,validation
10642,by,O,1,93,8,validation
10643,using,O,1,93,8,validation
10644,both,O,1,93,8,validation
10645,the,O,1,93,8,validation
10646,first,O,1,93,8,validation
10647,wireless,O,1,93,8,validation
10648,signal,O,1,93,8,validation
10649,and,O,1,93,8,validation
10650,a,O,1,93,8,validation
10651,second,O,1,93,8,validation
10652,wireless,O,1,93,8,validation
10653,signal,O,1,93,8,validation
10654,;,O,1,93,8,validation
10655,and,O,1,93,8,validation
10656,determining,B-FUNCIONALIDADE,1,93,8,validation
10657,position,I-FUNCIONALIDADE,1,93,8,validation
10658,of,O,1,93,8,validation
10659,the,O,1,93,8,validation
10660,PMD,O,1,93,8,validation
10661,by,O,1,93,8,validation
10662,using,O,1,93,8,validation
10663,any,O,1,93,8,validation
10664,one,O,1,93,8,validation
10665,of,O,1,93,8,validation
10666,the,O,1,93,8,validation
10667,first,O,1,93,8,validation
10668,wireless,O,1,93,8,validation
10669,signal,O,1,93,8,validation
10670,and,O,1,93,8,validation
10671,the,O,1,93,8,validation
10672,second,O,1,93,8,validation
10673,wireless,O,1,93,8,validation
10674,signal,O,1,93,8,validation
10675,based,O,1,93,8,validation
10676,on,O,1,93,8,validation
10677,a,O,1,93,8,validation
10678,movement,O,1,93,8,validation
10679,of,O,1,93,8,validation
10680,the,O,1,93,8,validation
10681,PMD,O,1,93,8,validation
10682,to,O,1,93,8,validation
10683,the,O,1,93,8,validation
10684,second,O,1,93,8,validation
10685,area,O,1,93,8,validation
10686,.,O,1,93,8,validation
10687,An,O,1,94,8,validation
10688,elevator,O,1,94,8,validation
10689,control,O,1,94,8,validation
10690,method,O,1,94,8,validation
10691,is,O,1,94,8,validation
10692,implemented,O,1,94,8,validation
10693,by,O,1,94,8,validation
10694,a,O,1,94,8,validation
10695,computer,B-HARDWARE,1,94,8,validation
10696,and,O,1,94,8,validation
10697,comprises,O,1,94,8,validation
10698,:,O,1,94,8,validation
10699,receiving,B-FUNCIONALIDADE,1,94,8,validation
10700,a,I-FUNCIONALIDADE,1,94,8,validation
10701,board,I-FUNCIONALIDADE,1,94,8,validation
10702,request,I-FUNCIONALIDADE,1,94,8,validation
10703,from,O,1,94,8,validation
10704,a,O,1,94,8,validation
10705,board,O,1,94,8,validation
10706,-,O,1,94,8,validation
10707,standby,O,1,94,8,validation
10708,robot,O,1,94,8,validation
10709,;,O,1,94,8,validation
10710,determining,B-FUNCIONALIDADE,1,94,8,validation
10711,a,I-FUNCIONALIDADE,1,94,8,validation
10712,priority,I-FUNCIONALIDADE,1,94,8,validation
10713,of,O,1,94,8,validation
10714,the,O,1,94,8,validation
10715,board,O,1,94,8,validation
10716,-,O,1,94,8,validation
10717,standby,O,1,94,8,validation
10718,robot,O,1,94,8,validation
10719,based,O,1,94,8,validation
10720,on,O,1,94,8,validation
10721,information,O,1,94,8,validation
10722,relating,O,1,94,8,validation
10723,to,O,1,94,8,validation
10724,the,O,1,94,8,validation
10725,board,O,1,94,8,validation
10726,-,O,1,94,8,validation
10727,standby,O,1,94,8,validation
10728,robot,O,1,94,8,validation
10729,and,O,1,94,8,validation
10730,operation,O,1,94,8,validation
10731,information,O,1,94,8,validation
10732,of,O,1,94,8,validation
10733,the,O,1,94,8,validation
10734,elevator,O,1,94,8,validation
10735,;,O,1,94,8,validation
10736,and,O,1,94,8,validation
10737,controlling,B-FUNCIONALIDADE,1,94,8,validation
10738,operation,I-FUNCIONALIDADE,1,94,8,validation
10739,of,O,1,94,8,validation
10740,an,O,1,94,8,validation
10741,elevator,O,1,94,8,validation
10742,car,O,1,94,8,validation
10743,based,O,1,94,8,validation
10744,on,O,1,94,8,validation
10745,the,O,1,94,8,validation
10746,priority,O,1,94,8,validation
10747,of,O,1,94,8,validation
10748,board,O,1,94,8,validation
10749,-,O,1,94,8,validation
10750,standby,O,1,94,8,validation
10751,robots,O,1,94,8,validation
10752,and,O,1,94,8,validation
10753,the,O,1,94,8,validation
10754,priority,O,1,94,8,validation
10755,of,O,1,94,8,validation
10756,on,O,1,94,8,validation
10757,-,O,1,94,8,validation
10758,board,O,1,94,8,validation
10759,robots,O,1,94,8,validation
10760,within,O,1,94,8,validation
10761,the,O,1,94,8,validation
10762,elevator,O,1,94,8,validation
10763,car,O,1,94,8,validation
10764,.,O,1,94,8,validation
10765,A,O,1,95,8,validation
10766,first,O,1,95,8,validation
10767,application,B-PESSOA,1,95,8,validation
10768,client,I-PESSOA,1,95,8,validation
10769,on,O,1,95,8,validation
10770,a,O,1,95,8,validation
10771,first,O,1,95,8,validation
10772,UE,O,1,95,8,validation
10773,served,O,1,95,8,validation
10774,by,O,1,95,8,validation
10775,a,O,1,95,8,validation
10776,first,O,1,95,8,validation
10777,RAN,B-COMUNICA플O,1,95,8,validation
10778,node,I-COMUNICA플O,1,95,8,validation
10779,",",O,1,95,8,validation
10780,and,O,1,95,8,validation
10781,a,O,1,95,8,validation
10782,second,O,1,95,8,validation
10783,application,B-PESSOA,1,95,8,validation
10784,client,I-PESSOA,1,95,8,validation
10785,on,O,1,95,8,validation
10786,a,O,1,95,8,validation
10787,second,O,1,95,8,validation
10788,UE,O,1,95,8,validation
10789,served,O,1,95,8,validation
10790,by,O,1,95,8,validation
10791,a,O,1,95,8,validation
10792,second,O,1,95,8,validation
10793,RAN,B-COMUNICA플O,1,95,8,validation
10794,node,I-COMUNICA플O,1,95,8,validation
10795,connect,O,1,95,8,validation
10796,to,O,1,95,8,validation
10797,a,O,1,95,8,validation
10798,specific,O,1,95,8,validation
10799,application,B-SOFTWARE,1,95,8,validation
10800,server,I-SOFTWARE,1,95,8,validation
10801,.,O,1,95,8,validation
10802,The,O,2,95,8,validation
10803,application,B-SOFTWARE,2,95,8,validation
10804,server,I-SOFTWARE,2,95,8,validation
10805,requests,B-FUNCIONALIDADE,2,95,8,validation
10806,to,I-FUNCIONALIDADE,2,95,8,validation
10807,establish,I-FUNCIONALIDADE,2,95,8,validation
10808,a,I-FUNCIONALIDADE,2,95,8,validation
10809,connection,I-FUNCIONALIDADE,2,95,8,validation
10810,between,O,2,95,8,validation
10811,the,O,2,95,8,validation
10812,two,O,2,95,8,validation
10813,application,B-PESSOA,2,95,8,validation
10814,clients,I-PESSOA,2,95,8,validation
10815,.,O,2,95,8,validation
10816,The,O,2,95,8,validation
10817,first,O,2,95,8,validation
10818,RAN,B-COMUNICA플O,2,95,8,validation
10819,node,I-COMUNICA플O,2,95,8,validation
10820,identifies,B-FUNCIONALIDADE,2,95,8,validation
10821,the,I-FUNCIONALIDADE,2,95,8,validation
10822,second,I-FUNCIONALIDADE,2,95,8,validation
10823,RAN,I-FUNCIONALIDADE,2,95,8,validation
10824,node,I-FUNCIONALIDADE,2,95,8,validation
10825,serving,O,2,95,8,validation
10826,the,O,2,95,8,validation
10827,second,O,2,95,8,validation
10828,UE,O,2,95,8,validation
10829,and,O,2,95,8,validation
10830,a,O,2,95,8,validation
10831,connection,O,2,95,8,validation
10832,",",O,2,95,8,validation
10833,contained,O,2,95,8,validation
10834,to,O,2,95,8,validation
10835,the,O,2,95,8,validation
10836,RAN,B-COMUNICA플O,2,95,8,validation
10837,and,O,2,95,8,validation
10838,passing,O,2,95,8,validation
10839,through,O,2,95,8,validation
10840,the,O,2,95,8,validation
10841,first,O,2,95,8,validation
10842,and,O,2,95,8,validation
10843,the,O,2,95,8,validation
10844,second,O,2,95,8,validation
10845,RAN,B-COMUNICA플O,2,95,8,validation
10846,nodes,I-COMUNICA플O,2,95,8,validation
10847,",",O,2,95,8,validation
10848,is,O,2,95,8,validation
10849,established,O,2,95,8,validation
10850,between,O,2,95,8,validation
10851,the,O,2,95,8,validation
10852,first,O,2,95,8,validation
10853,UE,O,2,95,8,validation
10854,and,O,2,95,8,validation
10855,the,O,2,95,8,validation
10856,second,O,2,95,8,validation
10857,UE,O,2,95,8,validation
10858,.,O,2,95,8,validation
10859,Application,O,2,95,8,validation
10860,user,O,2,95,8,validation
10861,data,O,2,95,8,validation
10862,is,O,2,95,8,validation
10863,conveyed,O,2,95,8,validation
10864,between,O,2,95,8,validation
10865,the,O,2,95,8,validation
10866,first,O,2,95,8,validation
10867,application,O,2,95,8,validation
10868,client,O,2,95,8,validation
10869,on,O,2,95,8,validation
10870,the,O,2,95,8,validation
10871,first,O,2,95,8,validation
10872,UE,O,2,95,8,validation
10873,and,O,2,95,8,validation
10874,the,O,2,95,8,validation
10875,second,O,2,95,8,validation
10876,application,B-PESSOA,2,95,8,validation
10877,client,I-PESSOA,2,95,8,validation
10878,on,O,2,95,8,validation
10879,the,O,2,95,8,validation
10880,second,O,2,95,8,validation
10881,UE,O,2,95,8,validation
10882,through,O,2,95,8,validation
10883,the,O,2,95,8,validation
10884,serving,O,2,95,8,validation
10885,RAN,B-COMUNICA플O,2,95,8,validation
10886,nodes,I-COMUNICA플O,2,95,8,validation
10887,.,O,2,95,8,validation
10888,At,O,2,95,8,validation
10889,least,O,2,95,8,validation
10890,one,O,2,95,8,validation
10891,of,O,2,95,8,validation
10892,the,O,2,95,8,validation
10893,two,O,2,95,8,validation
10894,UEs,O,2,95,8,validation
10895,may,O,2,95,8,validation
10896,use,O,2,95,8,validation
10897,a,O,2,95,8,validation
10898,radio,B-HARDWARE,2,95,8,validation
10899,interface,I-HARDWARE,2,95,8,validation
10900,not,O,2,95,8,validation
10901,allowing,O,2,95,8,validation
10902,wireless,B-COMUNICA플O,2,95,8,validation
10903,communication,I-COMUNICA플O,2,95,8,validation
10904,with,O,2,95,8,validation
10905,another,O,2,95,8,validation
10906,UE,O,2,95,8,validation
10907,.,O,2,95,8,validation
10908,The,O,2,95,8,validation
10909,first,O,2,95,8,validation
10910,and,O,2,95,8,validation
10911,the,O,2,95,8,validation
10912,second,O,2,95,8,validation
10913,RAN,B-COMUNICA플O,2,95,8,validation
10914,nodes,I-COMUNICA플O,2,95,8,validation
10915,may,O,2,95,8,validation
10916,be,O,2,95,8,validation
10917,the,O,2,95,8,validation
10918,same,O,2,95,8,validation
10919,node,O,2,95,8,validation
10920,.,O,2,95,8,validation
10921,A,O,1,96,9,test
10922,device,O,1,96,9,test
10923,for,O,1,96,9,test
10924,generating,B-FUNCIONALIDADE,1,96,9,test
10925,a,I-FUNCIONALIDADE,1,96,9,test
10926,digital,I-FUNCIONALIDADE,1,96,9,test
10927,random,I-FUNCIONALIDADE,1,96,9,test
10928,encryption,I-FUNCIONALIDADE,1,96,9,test
10929,key,I-FUNCIONALIDADE,1,96,9,test
10930,includes,O,1,96,9,test
10931,an,O,1,96,9,test
10932,input,O,1,96,9,test
10933,unit,O,1,96,9,test
10934,adding,O,1,96,9,test
10935,a,O,1,96,9,test
10936,non,O,1,96,9,test
10937,-,O,1,96,9,test
10938,volatile,O,1,96,9,test
10939,active,O,1,96,9,test
10940,element,O,1,96,9,test
10941,for,O,1,96,9,test
10942,overcoming,O,1,96,9,test
10943,a,O,1,96,9,test
10944,limit,O,1,96,9,test
10945,of,O,1,96,9,test
10946,a,O,1,96,9,test
10947,passive,O,1,96,9,test
10948,element,O,1,96,9,test
10949,when,O,1,96,9,test
10950,generating,B-FUNCIONALIDADE,1,96,9,test
10951,an,I-FUNCIONALIDADE,1,96,9,test
10952,encryption,I-FUNCIONALIDADE,1,96,9,test
10953,key,I-FUNCIONALIDADE,1,96,9,test
10954,",",O,1,96,9,test
10955,applying,O,1,96,9,test
10956,a,O,1,96,9,test
10957,random,O,1,96,9,test
10958,passive,O,1,96,9,test
10959,filter,O,1,96,9,test
10960,",",O,1,96,9,test
10961,and,O,1,96,9,test
10962,inputting,O,1,96,9,test
10963,an,O,1,96,9,test
10964,analog,O,1,96,9,test
10965,voltage,O,1,96,9,test
10966,signal,O,1,96,9,test
10967,to,O,1,96,9,test
10968,an,O,1,96,9,test
10969,encryption,B-SOFTWARE,1,96,9,test
10970,key,I-SOFTWARE,1,96,9,test
10971,generator,I-SOFTWARE,1,96,9,test
10972,",",O,1,96,9,test
10973,an,O,1,96,9,test
10974,encryption,B-SOFTWARE,1,96,9,test
10975,key,I-SOFTWARE,1,96,9,test
10976,generator,I-SOFTWARE,1,96,9,test
10977,including,O,1,96,9,test
10978,a,O,1,96,9,test
10979,non,O,1,96,9,test
10980,-,O,1,96,9,test
10981,volatile,O,1,96,9,test
10982,active,O,1,96,9,test
10983,element,O,1,96,9,test
10984,and,O,1,96,9,test
10985,a,O,1,96,9,test
10986,passive,O,1,96,9,test
10987,filter,O,1,96,9,test
10988,",",O,1,96,9,test
10989,connected,O,1,96,9,test
10990,to,O,1,96,9,test
10991,the,O,1,96,9,test
10992,input,O,1,96,9,test
10993,unit,O,1,96,9,test
10994,through,O,1,96,9,test
10995,a,O,1,96,9,test
10996,connection,O,1,96,9,test
10997,substrate,O,1,96,9,test
10998,",",O,1,96,9,test
10999,and,O,1,96,9,test
11000,generating,B-FUNCIONALIDADE,1,96,9,test
11001,a,I-FUNCIONALIDADE,1,96,9,test
11002,random,I-FUNCIONALIDADE,1,96,9,test
11003,encryption,I-FUNCIONALIDADE,1,96,9,test
11004,key,I-FUNCIONALIDADE,1,96,9,test
11005,from,O,1,96,9,test
11006,an,O,1,96,9,test
11007,entropy,O,1,96,9,test
11008,source,O,1,96,9,test
11009,",",O,1,96,9,test
11010,and,O,1,96,9,test
11011,a,O,1,96,9,test
11012,converter,B-HARDWARE,1,96,9,test
11013,for,O,1,96,9,test
11014,converting,B-FUNCIONALIDADE,1,96,9,test
11015,a,I-FUNCIONALIDADE,1,96,9,test
11016,signal,I-FUNCIONALIDADE,1,96,9,test
11017,generated,O,1,96,9,test
11018,by,O,1,96,9,test
11019,the,O,1,96,9,test
11020,encryption,B-SOFTWARE,1,96,9,test
11021,key,I-SOFTWARE,1,96,9,test
11022,generator,I-SOFTWARE,1,96,9,test
11023,into,O,1,96,9,test
11024,a,O,1,96,9,test
11025,digital,O,1,96,9,test
11026,signal,O,1,96,9,test
11027,and,O,1,96,9,test
11028,outputting,O,1,96,9,test
11029,the,O,1,96,9,test
11030,digital,O,1,96,9,test
11031,signal,O,1,96,9,test
11032,is,O,1,96,9,test
11033,provided,O,1,96,9,test
11034,",",O,1,96,9,test
11035,thereby,O,1,96,9,test
11036,improving,O,1,96,9,test
11037,robustness,O,1,96,9,test
11038,of,O,1,96,9,test
11039,security,O,1,96,9,test
11040,compared,O,1,96,9,test
11041,to,O,1,96,9,test
11042,the,O,1,96,9,test
11043,case,O,1,96,9,test
11044,of,O,1,96,9,test
11045,applying,O,1,96,9,test
11046,the,O,1,96,9,test
11047,general,O,1,96,9,test
11048,passive,O,1,96,9,test
11049,element,O,1,96,9,test
11050,",",O,1,96,9,test
11051,allowing,O,1,96,9,test
11052,regeneration,O,1,96,9,test
11053,or,O,1,96,9,test
11054,random,O,1,96,9,test
11055,generation,O,1,96,9,test
11056,",",O,1,96,9,test
11057,and,O,1,96,9,test
11058,generating,B-FUNCIONALIDADE,1,96,9,test
11059,an,I-FUNCIONALIDADE,1,96,9,test
11060,excellent,I-FUNCIONALIDADE,1,96,9,test
11061,encryption,I-FUNCIONALIDADE,1,96,9,test
11062,key,I-FUNCIONALIDADE,1,96,9,test
11063,working,O,1,96,9,test
11064,excellently,O,1,96,9,test
11065,for,O,1,96,9,test
11066,physical,O,1,96,9,test
11067,reverse,O,1,96,9,test
11068,engineering,O,1,96,9,test
11069,violations,O,1,96,9,test
11070,.,O,1,96,9,test
11071,There,O,1,97,9,test
11072,is,O,1,97,9,test
11073,a,O,1,97,9,test
11074,method,O,1,97,9,test
11075,of,O,1,97,9,test
11076,controlling,B-FUNCIONALIDADE,1,97,9,test
11077,a,I-FUNCIONALIDADE,1,97,9,test
11078,memory,I-FUNCIONALIDADE,1,97,9,test
11079,device,I-FUNCIONALIDADE,1,97,9,test
11080,.,O,1,97,9,test
11081,The,O,2,97,9,test
11082,method,O,2,97,9,test
11083,comprises,O,2,97,9,test
11084,acquiring,B-FUNCIONALIDADE,2,97,9,test
11085,a,I-FUNCIONALIDADE,2,97,9,test
11086,size,I-FUNCIONALIDADE,2,97,9,test
11087,of,I-FUNCIONALIDADE,2,97,9,test
11088,a,I-FUNCIONALIDADE,2,97,9,test
11089,PIM,I-FUNCIONALIDADE,2,97,9,test
11090,array,I-FUNCIONALIDADE,2,97,9,test
11091,provided,O,2,97,9,test
11092,to,O,2,97,9,test
11093,compute,O,2,97,9,test
11094,a,O,2,97,9,test
11095,convolution,B-SOFTWARE,2,97,9,test
11096,layer,I-SOFTWARE,2,97,9,test
11097,included,O,2,97,9,test
11098,in,O,2,97,9,test
11099,a,O,2,97,9,test
11100,deep,B-SOFTWARE,2,97,9,test
11101,neural,I-SOFTWARE,2,97,9,test
11102,network,I-SOFTWARE,2,97,9,test
11103,",",O,2,97,9,test
11104,a,O,2,97,9,test
11105,size,O,2,97,9,test
11106,of,O,2,97,9,test
11107,input,O,2,97,9,test
11108,data,O,2,97,9,test
11109,input,O,2,97,9,test
11110,to,O,2,97,9,test
11111,the,O,2,97,9,test
11112,convolution,B-SOFTWARE,2,97,9,test
11113,layer,I-SOFTWARE,2,97,9,test
11114,",",O,2,97,9,test
11115,and,O,2,97,9,test
11116,a,O,2,97,9,test
11117,size,O,2,97,9,test
11118,of,O,2,97,9,test
11119,a,O,2,97,9,test
11120,kernel,B-SOFTWARE,2,97,9,test
11121,filtering,O,2,97,9,test
11122,the,O,2,97,9,test
11123,input,O,2,97,9,test
11124,data,O,2,97,9,test
11125,;,O,2,97,9,test
11126,and,O,2,97,9,test
11127,determining,B-FUNCIONALIDADE,2,97,9,test
11128,a,I-FUNCIONALIDADE,2,97,9,test
11129,size,I-FUNCIONALIDADE,2,97,9,test
11130,of,I-FUNCIONALIDADE,2,97,9,test
11131,a,I-FUNCIONALIDADE,2,97,9,test
11132,parallel,I-FUNCIONALIDADE,2,97,9,test
11133,window,I-FUNCIONALIDADE,2,97,9,test
11134,such,O,2,97,9,test
11135,that,O,2,97,9,test
11136,a,O,2,97,9,test
11137,number,O,2,97,9,test
11138,of,O,2,97,9,test
11139,times,O,2,97,9,test
11140,of,O,2,97,9,test
11141,cycles,O,2,97,9,test
11142,of,O,2,97,9,test
11143,the,O,2,97,9,test
11144,PIM,O,2,97,9,test
11145,array,O,2,97,9,test
11146,for,O,2,97,9,test
11147,the,O,2,97,9,test
11148,convolution,B-SOFTWARE,2,97,9,test
11149,layer,I-SOFTWARE,2,97,9,test
11150,is,O,2,97,9,test
11151,minimized,O,2,97,9,test
11152,based,O,2,97,9,test
11153,on,O,2,97,9,test
11154,the,O,2,97,9,test
11155,size,O,2,97,9,test
11156,of,O,2,97,9,test
11157,the,O,2,97,9,test
11158,PIM,O,2,97,9,test
11159,array,O,2,97,9,test
11160,",",O,2,97,9,test
11161,the,O,2,97,9,test
11162,size,O,2,97,9,test
11163,of,O,2,97,9,test
11164,the,O,2,97,9,test
11165,input,O,2,97,9,test
11166,data,O,2,97,9,test
11167,",",O,2,97,9,test
11168,and,O,2,97,9,test
11169,the,O,2,97,9,test
11170,size,O,2,97,9,test
11171,of,O,2,97,9,test
11172,the,O,2,97,9,test
11173,kernel,B-SOFTWARE,2,97,9,test
11174,.,O,2,97,9,test
11175,Examples,O,1,98,9,test
11176,are,O,1,98,9,test
11177,provided,O,1,98,9,test
11178,for,O,1,98,9,test
11179,traffic,B-SOFTWARE,1,98,9,test
11180,pole,I-SOFTWARE,1,98,9,test
11181,verification,I-SOFTWARE,1,98,9,test
11182,systems,I-SOFTWARE,1,98,9,test
11183,.,O,1,98,9,test
11184,In,O,2,98,9,test
11185,one,O,2,98,9,test
11186,example,O,2,98,9,test
11187,",",O,2,98,9,test
11188,a,O,2,98,9,test
11189,traffic,B-SOFTWARE,2,98,9,test
11190,detection,I-SOFTWARE,2,98,9,test
11191,system,I-SOFTWARE,2,98,9,test
11192,in,O,2,98,9,test
11193,a,O,2,98,9,test
11194,vehicle,O,2,98,9,test
11195,includes,O,2,98,9,test
11196,a,O,2,98,9,test
11197,navigation,B-HARDWARE,2,98,9,test
11198,sensor,I-HARDWARE,2,98,9,test
11199,",",O,2,98,9,test
11200,a,O,2,98,9,test
11201,communication,B-SOFTWARE,2,98,9,test
11202,system,I-SOFTWARE,2,98,9,test
11203,",",O,2,98,9,test
11204,a,O,2,98,9,test
11205,processor,B-HARDWARE,2,98,9,test
11206,",",O,2,98,9,test
11207,and,O,2,98,9,test
11208,a,O,2,98,9,test
11209,storage,B-HARDWARE,2,98,9,test
11210,device,I-HARDWARE,2,98,9,test
11211,storing,O,2,98,9,test
11212,instructions,O,2,98,9,test
11213,executable,O,2,98,9,test
11214,by,O,2,98,9,test
11215,the,O,2,98,9,test
11216,processor,O,2,98,9,test
11217,to,O,2,98,9,test
11218,determine,B-FUNCIONALIDADE,2,98,9,test
11219,a,I-FUNCIONALIDADE,2,98,9,test
11220,current,I-FUNCIONALIDADE,2,98,9,test
11221,location,I-FUNCIONALIDADE,2,98,9,test
11222,information,I-FUNCIONALIDADE,2,98,9,test
11223,of,O,2,98,9,test
11224,the,O,2,98,9,test
11225,vehicle,O,2,98,9,test
11226,",",O,2,98,9,test
11227,obtain,B-FUNCIONALIDADE,2,98,9,test
11228,a,I-FUNCIONALIDADE,2,98,9,test
11229,referring,I-FUNCIONALIDADE,2,98,9,test
11230,traffic,I-FUNCIONALIDADE,2,98,9,test
11231,pole,I-FUNCIONALIDADE,2,98,9,test
11232,information,I-FUNCIONALIDADE,2,98,9,test
11233,based,O,2,98,9,test
11234,on,O,2,98,9,test
11235,the,O,2,98,9,test
11236,current,O,2,98,9,test
11237,location,O,2,98,9,test
11238,information,O,2,98,9,test
11239,",",O,2,98,9,test
11240,receive,O,2,98,9,test
11241,one,O,2,98,9,test
11242,or,O,2,98,9,test
11243,more,O,2,98,9,test
11244,of,O,2,98,9,test
11245,cryptographic,O,2,98,9,test
11246,pole,O,2,98,9,test
11247,data,O,2,98,9,test
11248,and,O,2,98,9,test
11249,associated,O,2,98,9,test
11250,cryptographic,O,2,98,9,test
11251,sign,O,2,98,9,test
11252,data,O,2,98,9,test
11253,via,O,2,98,9,test
11254,the,O,2,98,9,test
11255,communication,B-SOFTWARE,2,98,9,test
